index,Name,CatID,Total.Records,Region,Category_Name,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Month.of.Breach
185,T-Mobile,15,"69,600,000",NA,Employer,BSO,Texas,200002719,Houston,12-Oct-17,2017,Media,HACK,10
186,"Affiliated Computer Services (ACS), Kraft Foods",15,1446,Midwest,Employer,BSR,Illinois,100001300,Northfield,9/5/2007,2007,Dataloss DB,PORT,9
187,Los Angeles Department of Water and Power,15,-1,West,Employer,GOV,California,100051700,Los Angeles,2/13/2008,2008,Security Breach Letter,PHYS,2
188,Kool Kids Model & Talent Management,15,-1,NA,Employer,BSO,California,200000786,Marina del Rey,30-Jun-16,2016,California Attorney General,PORT,6
189,Korn/Ferry International,15,-1,West,Employer,BSO,California,100047400,Los Angeles,10/12/2012,2012,Databreaches.net,HACK,10
190,Texas Association of School Boards,15,-1,NA,Employer,GOV,NA,200002219,Corpus Chrisit,27-Jun-17,2017,Media,DISC,6
191,"Marsh U.S. Consumer, Seabury and Smith, ITT Corporation",15,-1,Southwest,Employer,BSO,NA,100053600,Tulsa,1/6/2011,2011,PHIPrivacy.net,DISC,1
192,Fingerhut,15,-1,NA,Employer,BSO,Minnesota,200001165,Saint Cloud ,13-Apr-17,2017,California Attorney General,HACK,4
193,IRS,15,"20,000",NA,Employer,GOV,Pennsylvania,200000033,NA,18-Mar-14,2014,Media,INSD,3
194,Cohn Handles Sturm,15,0,NA,Employer,BSF,California,200002605,NA,8-Sep-17,2017,California Attorney General,PORT,9
195,Wounded Warrior Project,15,-1,Southeast,Employer,NGO,Florida,100113300,Jacksonville,9/14/2012,2012,Databreaches.net,PORT,9
196,StarCite Inc.,15,-1,Northeast,Employer,BSO,Pennsylvania,100089800,Philadelphia,10/6/2006,2006,Dataloss DB,PORT,10
197,Wolters Kluwer,15,8500,West,Employer,BSO,California,100112500,Torrance,7/24/2006,2006,Dataloss DB,PORT,7
198,Hard Rock Hotel & Casino Las Vegas,15,0,NA,Employer,BSO,Nevada,200000777,Las Vegas,27-Jun-16,2016,Media,HACK,6
199,Northern Trust Company,15,0,NA,Employer,BSO,Illinois,200000193,Chicago ,29-Jul-14,2014,California Attorney General,DISC,7
200,California Department of Public Health (CDPH),15,"9,000",West,Employer,GOV,California,100013800,Sacramento,6/24/2011,2011,Databreaches.net,PORT,6
201,Heraeus Incorporated,15,514,Northeast,Employer,BSO,New York,100038300,New York,1/6/2011,2011,PHIPrivacy.net,PORT,1
202,Autoneum North America,15,"2,400",NA,Employer,BSO,Michigan,200001105,Farmington Hills,1-Mar-17,2017,Media,HACK,3
203,Office of the Comptroller of the Currency,15,"10,000",NA,Employer,GOV,District Of Columbia,200000947,Washington,28-Oct-16,2016,Media,INSD,10
204,Oak Ridge National Laboratory,15,-1,Midwest,Employer,GOV,Ohio,100064900,Columbus,8/24/2010,2010,Databreaches.net,STAT,8
205,Acclaim Technical Services,15,-1,NA,Employer,BSO,California,200000494,Huntington Beach,23-Dec-15,2015,California Attorney General,HACK,12
206,"PAR Electrical Contractors, Inc.",15,"25,000",NA,Employer,BSO,Missouri,200002990,Kansas City,4-May-18,2017,Security Breach Letter,PHYS,5
207,Aecom,15,0,NA,Employer,BSO,California,200000144,Los Angles,8-Jul-14,2014,California Attorney General,HACK,7
208,Campbell Taylor & Company Certified Public Accountants & Consultants,15,0,NA,Employer,BSF,California,200001142,Roseville,18-Mar-17,2017,California Attorney General,HACK,3
209,Active Outdoors,15,0,NA,Employer,BSO,Texas,200000903,Dallas,19-Sep-16,2016,California Attorney General,HACK,9
210,AMR Corporation,15,"79,000",Southwest,Employer,BSO,Texas,100004100,Fort Worth,7/4/2010,2010,Dataloss DB,PORT,7
211,American Residuals and Talent Inc.,15,0,NA,Employer,BSO,California,200000262,Los Angeles,1-Dec-14,2014,California Attorney General,HACK,12
212,Indalex,15,-1,West,Employer,BSO,California,100041400,Modesto,10/25/2011,2011,Databreaches.net,PHYS,10
213,Alcoa Global Mobility Group,15,-1,Northeast,Employer,BSO,New York,100002400,New York,7/15/2010,2010,Databreaches.net,DISC,7
214,NBTY,15,-1,Northeast,Employer,BSR,New York,100060900,Bohemia,7/15/2010,2010,Databreaches.net,DISC,7
215,Northrop Grumman Systems Corporation,15,-1,NA,Employer,BSO,California,200001176,San Diego,19-Apr-17,2017,California Attorney General,HACK,4
216,TrueNet Communications,15,161,NA,Employer,BSR,Florida,200002921,Jacksonville,8-Feb-18,2017,Security Breach Letter,HACK,2
217,Tyler Technologies Inc.,15,2,NA,Employer,BSO,Texas,200002578,Plano,13-Mar-17,2017,NA,DISC,3
218,Vesta Property Services,15,3,NA,Employer,BSO,Florida,200000890,Jacksonville ,15-Dec-15,2015,NA,PHYS,12
219,Defense Finance and Accounting Service/ Defense Department's Document Automation and Production Service,15,-1,Southeast,Employer,GOV,Virginia,100023100,Arlington,1/14/2010,2010,Media,DISC,1
220,County of Sacramento,15,-1,NA,Employer,GOV,California,200000854,Sacramento,26-Aug-16,2016,California Attorney General,DISC,8
221,Crest Foods,15,0,NA,Employer,BSO,Oklahoma,200000540,Oklahoma City,18-Jan-16,2016,Media,PHYS,1
222,AOL,15,0,NA,Employer,BSO,New York,200000047,New York,28-Apr-14,2014,Media,HACK,4
223,Johns Hopkins University,15,692,Northeast,Employer,MED,Maryland,100044700,Baltimore,10/22/2010,2010,PHIPrivacy.net,DISC,10
224,Areas,15,0,NA,Employer,BSO,Florida,200000633,Miami,4-May-16,2016,California Attorney General,HACK,5
225,Hewlett Packard Enterprise Services ,15,"134,386",NA,Employer,BSO,Texas,200001037,Plano,23-Nov-16,2016,Media,HACK,11
226,"talentReef, Inc.",15,"11,603",NA,Employer,BSO,Colorado,200002837,Denver,9-Jan-18,2017,Security Breach Letter,HACK,1
227,"AT&T Mobility, LLC",15,0,NA,Employer,BSR,Missouri,200000216,Des Peres,10-Jun-14,2014,California Attorney General,INSD,6
228,Stonebridge Realty Advisors,15,0,NA,Employer,BSO,Colorado,200000618,Glenwood Springs,5-May-16,2016,California Attorney General,HACK,5
229,"BDO USA, Rubio's Restaurants, Inc.",15,-1,West,Employer,BSR,California,100008200,San Diego,2/18/2012,2012,California Attorney General,PORT,2
230,Netcracker Technology Corporation,15,-1,NA,Employer,BSR,Massachusetts,200002929,Waltham,22-Jan-18,2018,Security Breach Letter,HACK,1
231,Bistro Burger,15,0,NA,Employer,BSO,California,200000303,San Francisco,16-Mar-15,2015,Media,HACK,3
232,Bristol Farms,15,0,NA,Employer,BSO,California,200000602,Carson,11-Apr-16,2016,California Attorney General,HACK,4
233,Casa Del Sol Day Care,15,-1,Southwest,Employer,BSO,Texas,100015600,Mission,1/15/2008,2008,Dataloss DB,PHYS,1
234,Centene,15,-1,NA,Employer,BSF,Missouri,200001064,St. Louis,26-Jan-16,2016,Media,PORT,1
235,Central Concrete Supply Company,15,0,NA,Employer,BSO,California,200000575,San Jose,1-Mar-16,2016,California Attorney General,HACK,3
236,ClixSense,15,"6,600,000",NA,Employer,BSO,North Carolina,200000891,Hamstead,14-Sep-16,2016,Media,HACK,9
237,Perry & Associates CPA's A.C.,15,"2,450",NA,Employer,BSR,Ohio,200002909,Marietta,13-Feb-18,2018,Security Breach Letter,HACK,2
238,"State Department of Labor and Industries, Washington State Employees Credit Union, Court of Appeals",15,-1,West,Employer,GOV,Washington,100089900,Tacoma,12/1/2010,2010,Databreaches.net,PHYS,12
239,Seagate,15,-1,NA,Employer,BSO,California,200000570,Scottsvalley,6-Mar-16,2016,Krebs On Security,HACK,3
240,Gourmesso,15,1,NA,Employer,BSR,Maine,200002819,NA,24-Jan-18,2017,NA,UNKN,1
241,Maine State Lottery Commission,15,-1,Northeast,Employer,GOV,Maine,100053000,NA,5/1/2007,2007,NA,PHYS,5
242,Douglas County School District,15,-1,NA,Employer,EDU,Colorado,200000152,Castle Rock,16-Jul-14,2014,Media,PORT,7
243,Cheddar's Scratch Kitchen,15,0,NA,Employer,BSO,Texas,200002731,Irving,15-Nov-17,2017,California Attorney General,PHYS,11
244,Ebay,15,"145,000,000",NA,Employer,BSO,California,200000062,San Jose,21-May-14,2014,Media,HACK,5
245,The Coca-Cola Company,15,"2,181",NA,Employer,BSR,Georgia,200002850,Atlanta,22-Jan-18,2017,Security Breach Letter,HACK,1
246,Green's Accounting,15,0,NA,Employer,BSF,California,200000097,Greenfield,7-May-14,2014,NA,STAT,5
247,San Juan Capistrano Unified School District (CA),15,-1,West,Employer,EDU,California,100081900,San Juan Capistrano,10/5/2006,2006,NA,STAT,10
248,TuneCore,15,-1,NA,Employer,BSO,New York,200000487,Brooklyn,11-Dec-15,2015,California Attorney General,HACK,12
249,"James R. Glidwell, Dental Ceramics, Inc.",15,0,NA,Employer,BSO,California,200000404,Newport Beach,14-Sep-15,2015,California Attorney General,HACK,9
250,Google Inc.,15,0,NA,Employer,BSO,California,200000619,Mountain View ,6-May-16,2016,California Attorney General,DISC,5
251,Rosewood Hotel Group,15,8,NA,Employer,BSR,Maine,200002808,NA,19-Jan-18,2017,Government Agency,UNKN,1
252,Hanover Foods Corporation,15,"5,867",NA,Employer,BSO,Pennsylvania,200000114,NA,21-May-14,2014,Maryland Attorney General,DISC,5
253,Hathaway-Sycamores Child and Family Services,15,0,NA,Employer,BSO,California,200002513,Pasadena,19-Jul-17,2017,California Attorney General,HACK,7
254,Gourmesso,15,1,NA,Employer,BSR,Maine,200002807,NA,24-Jan-18,2017,Government Agency,CARD,1
255,Hume Lake Christian Camps,15,0,NA,Employer,BSO,California,200000635,NA,5-May-16,2016,California Attorney General,HACK,5
256,"Imhoff & Associates, PC",15,0,NA,Employer,BSO,California,200000192,Los Angeles,26-Aug-14,2014,California Attorney General,PORT,8
257,Wells Fargo via unnamed auditor,15,-1,West,Employer,BSF,California,100110900,San Francisco,9/1/2006,2006,Security Breach Letter,PORT,9
258,Office of Personnel Management,15,-1,NA,Employer,GOV,District Of Columbia,200000133,Washington,9-Jul-14,2014,Media,HACK,7
259,Watermark Retirement Communities,15,0,NA,Employer,BSO,Arizona,200000129,Tuscon,3-Jul-14,2014,California Attorney General,PORT,7
260,Talx Corporation,15,0,NA,Employer,BSO,Missouri,200002502,St. Louis,15-May-17,2014,Maryland Attorney General,HACK,5
261,InterContinental Hotels Group (IHG),15,0,NA,Employer,BSO,Buckinghamshire,200001086,NA,3-Feb-17,2017,California Attorney General,HACK,2
262,"Jason's Deli - Deli Management, Inc. ",15,"2,000,000",NA,Employer,BSR,NA,200002785,NA,15-Jan-18,2017,Government Agency,CARD,1
263,Katherman Kitts & Company,15,0,NA,Employer,BSF,NA,200000592,Irvine,5-Apr-16,2016,California Attorney General,PORT,4
264,LANDesk,15,0,NA,Employer,BSO,Utah,200000471,South Jordan,25-Nov-15,2015,Krebs On Security,HACK,11
265,LAZ Parking,15,0,NA,Employer,BSO,Connecticut,200000586,Hartford,21-Mar-16,2016,California Attorney General,HACK,3
266,Sterling M Enterprise (dba Lee's Deli),15,0,NA,Employer,BSO,California,200000392,San Francisco,14-Aug-15,2015,California Attorney General,HACK,8
267,Maryland Health Benefit Exchange,15,0,NA,Employer,GOV,Maryland,200000872,Baltimore,1-Dec-15,2015,Maryland Attorney General,DISC,12
268,State Industrial Products,15,0,NA,Employer,BSO,Ohio,200000021,Mayfield Heights,27-Jan-14,2014,Vermont Attorney General,HACK,1
269,McKenna Long & Aldridge,15,441,NA,Employer,BSO,New York,200000053,Albany,26-Feb-14,2014,Maryland Attorney General,HACK,2
270,Equifax Inc. ,15,"431,000",NA,Employer,BSO,Georgia,200000630,Atlanta,6-May-16,2016,Krebs On Security,HACK,5
271,"Walker Advertising, LLC ",15,0,NA,Employer,BSO,California,200003037,NA,12-Apr-18,2018,Security Breach Letter,HACK,4
272,"Hillary Tentler, CPA",15,0,NA,Employer,BSF,California,200001006,NA,29-Nov-16,2016,California Attorney General,PORT,11
273,"International Union of Operating Engineers Health and Welfare Fund, Zenith Administrators, Inc.",15,-1,Northeast,Employer,NGO,Maryland,100042600,Baltimore,1/14/2011,2011,HHS via PHIPrivacy.net,PHYS,1
274,Richard Berger CPA,15,-1,NA,Employer,BSF,California,200000370,Oakland,17-Jul-15,2015,California Attorney General,PORT,7
275,Sequoia Union High School,15,0,NA,Employer,BSO,California,200000581,Redwood City,11-Mar-16,2016,California Attorney General,HACK,3
276,"Horizon Media, Inc.",15,0,NA,Employer,BSO,New York,200001196,New York,5-May-17,2017,Vermont Attorney General,HACK,5
277,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",15,"25,330",Midwest,Employer,BSF,Minnesota,100079300,Plymouth,8/12/2011,2011,PHIPrivacy.net,HACK,8
278,Vertex Wireless,15,48,NA,Employer,BSO,Illinois,200002577,Chicago,15-Mar-17,2017,Maryland Attorney General,HACK,3
279,Magnolia Health Corporation,15,0,NA,Employer,MED,California,200000569,Tulare,12-Feb-16,2016,California Attorney General,HACK,2
280,"Six Continents Hotels, Inc. dba InterContinental Hotels Group",15,0,NA,Employer,BSO,Georgia,200001169,Alpharetta,14-Apr-17,2017,California Attorney General,HACK,4
281,Baxter Credit Union,15,0,NA,Employer,BSF,California,200000991,Irvine,10-Nov-16,2016,California Attorney General,HACK,11
282,"Mitchell International, Inc. ",15,0,NA,Employer,BSO,California,200000582,San Diego,14-Mar-16,2016,California Attorney General,HACK,3
283,College of the Desert,15,"1,900",NA,Employer,EDU,California,200000108,Palm Desert,9-Jun-14,2014,California Attorney General,INSD,6
284,Arlington Public Schools,15,0,NA,Employer,EDU,Washington,200000612,Arlington,19-Apr-16,2016,Media,HACK,4
285,Park Hill School District,15,0,NA,Employer,EDU,Missouri,200000171,Kansas City,8-Jul-14,2014,Media,INSD,7
286,Multnomah Athletic Club,15,250,NA,Employer,BSR,Oregon,200002784,Portland,11-Jan-18,2017,NA,PHYS,1
287,Northeast Arc,15,"1,837",NA,Employer,BSO,Massachusetts,200002813,Danvers,5-Jan-18,2014,NA,UNKN,1
288,"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.(Rockville, MD)",15,12,NA,Employer,BSR,Maryland,200002809,Rockville,19-Jan-18,2017,Government Agency,UNKN,1
289,Defense Point Security,15,0,NA,Employer,BSO,Virginia,200001137,Alexandria,16-Mar-17,2017,Krebs On Security,HACK,3
290,Tio Networks,15,336,NA,Employer,BSO,Michigan,200002815,Livonia,1-Jan-18,2014,Government Agency,UNKN,1
291,Fresno State,15,"15,000",NA,Employer,EDU,California,200002934,Fresno,6-Mar-18,2014,Media,PHYS,3
292,Milwaukee Bucks,15,0,NA,Employer,BSO,Wisconsin,200000627,Milwaukee,19-May-16,2016,Media,HACK,5
293,Novation Settlement Solutions,15,0,NA,Employer,BSO,Florida,200000914,West Palm Beach,26-Sep-16,2016,California Attorney General,HACK,9
294,NextGen Global Resources,15,-1,NA,Employer,BSO,Illinois,200002782,Chicago,28-Dec-17,2017,NA,HACK,12
295,Ticketfly,15,-1,NA,Employer,BSR,California,200003097,San Francisco,12-Jun-18,2018,NA,HACK,6
296,Bank of America,15,0,NA,Employer,BSF,Maryland,200000213,Baltimore,17-Jul-14,2014,Maryland Attorney General,DISC,7
297,"Corday Productions, Inc.",15,0,NA,Employer,BSO,California,200000281,Burbank,24-Dec-14,2014,California Attorney General,HACK,12
298,American Homepatient,15,-1,NA,Employer,MED,California,200002648,San Diego,6-Mar-17,2017,Maryland Attorney General,PHYS,3
299,Atwood Distributing L.P.,15,-1,NA,Employer,BSO,Texas,200002581,Tyler,28-Feb-17,2017,Maryland Attorney General,HACK,2
300,National Safety Council,15,2,NA,Employer,BSO,Illinois,200002572,Itasca,21-Mar-17,2017,Maryland Attorney General,HACK,3
301,Looking Glass Cyber Solutions Inc.,15,69,NA,Employer,BSO,Virginia,200002574,Reston,15-Mar-17,2017,Maryland Attorney General,HACK,3
302,Rand McNally,15,0,NA,Employer,BSO,Illinois,200002576,Skokie,15-Mar-17,2017,Maryland Attorney General,HACK,3
303,"Faller Kincheloe & Co., PLC",15,0,NA,Employer,BSF,Iowa,200002579,DeMoines,13-Mar-17,2017,Maryland Attorney General,HACK,3
304,White Rock Networks,15,-1,Southwest,Employer,BSO,Texas,100111800,Plano,1/4/2011,2011,PHIPrivacy.net,PHYS,1
305,Sony Pictures,15,-1,NA,Employer,BSO,New York,200000400,New York,24-Nov-14,2014,Media,HACK,11
306,RBC Royal Bank,15,"66,000",NA,Employer,BSF,Ontario,200002860,Toronto,5-Jan-18,2017,Security Breach Letter,HACK,1
307,Goldenvoice/Coachella Music Festival,15,"950,000",NA,Employer,BSO,California,200001106,Los Angeles,2-Mar-17,2017,Media,HACK,3
308,"Goldleaf Partners Services, Inc.",15,"6,020",NA,Employer,BSF,Minnesota,200002855,Bloomington,26-Jan-18,2017,Security Breach Letter,HACK,1
309,"Lynn N. Talbott, JR., CPA",15,0,NA,Employer,BSF,California,200000670,El Dorado Hills,11-May-16,2016,California Attorney General,HACK,5
310,"Library Resources, Inc. (LRI)",15,-1,Northeast,Employer,MED,Pennsylvania,100049600,Philadelphia,9/21/2012,2012,HHS via PHIPrivacy.net,PORT,9
311,"7-Eleven, Inc.",15,-1,NA,Employer,BSO,Texas,200000836,Dallas,8-Aug-16,2016,California Attorney General,DISC,8
312,"National Stores, Inc.",15,1,NA,Employer,BSR,California,200002926,Street Gardena,22-Jan-18,2017,Security Breach Letter,HACK,1
313,"Kinetics Systems, Inc.",15,875,NA,Employer,BSR,California,200002918,Livermore,9-Feb-18,2018,Security Breach Letter,HACK,2
314,Riverside Logistics Services,15,142,NA,Employer,BSR,Virginia,200002877,Henrico,20-Feb-18,2018,Security Breach Letter,DISC,2
315,Stallcup & Associates CPA's,15,0,NA,Employer,BSF,California,200001111,San Francisco,1-Mar-17,2017,California Attorney General,HACK,3
316,Goldman Sachs & Co. LLC,15,32,NA,Employer,BSF,New York,200002912,New York,12-Feb-18,2018,Security Breach Letter,HACK,2
317,Dollar General Corporation,15,43,NA,Employer,BSR,Tennessee,200002891,Goodlettsville,15-Feb-18,2018,Security Breach Letter,DISC,2
318,Palo Alto Unified School District,15,353,NA,Employer,EDU,California,200002898,Palo Alto,14-Feb-18,2018,Security Breach Letter,PHYS,2
319,"Corporate Employment Resources, Inc.",15,"4,086",NA,Employer,BSR,Michigan,200002920,Southfield,8-Feb-18,2018,Security Breach Letter,DISC,2
320,DBM Global,15,0,NA,Employer,BSO,Arizona,200001077,Phoenix,2-Feb-17,2017,California Attorney General,PORT,2
321,Eastwood Company,15,0,NA,Employer,BSO,Pennsylvania,200000932,Pottstown,19-Oct-16,2016,California Attorney General,HACK,10
322,Club Sport San Ramon/Oakwood Athletic Club,15,0,NA,Employer,BSO,California,200002730,San Ramon,16-Nov-17,2017,California Attorney General,HACK,11
323,"inVentiv Health, Inc. ",15,0,NA,Employer,BSO,Massachusetts,200000813,Burlington,21-Jul-16,2016,California Attorney General,HACK,7
324,Toyota Motor Corporation,15,0,NA,Employer,BSO,Texas,200000855,Plano,26-Aug-16,2016,California Attorney General,DISC,8
325,Mollie Stone's Markets,15,0,NA,Employer,BSO,California,200001155,Mill Valley,27-Mar-17,2017,California Attorney General,HACK,3
326,Alamo Capital,15,0,NA,Employer,BSF,California,200001166,Walnut Creek,13-Apr-17,2017,NA,HACK,4
327,Home Point Financial,15,0,NA,Employer,BSF,California,200002634,San Diego,8-Sep-17,2017,NA,HACK,9
328,California Correctional Institution,15,0,NA,Employer,GOV,California,200000040,Tehachapi,2-Apr-14,2014,California Attorney General,PHYS,4
329,"Matador Recordings, LLC",15,0,NA,Employer,BSO,New York,200000802,New York,15-Jul-16,2016,California Attorney General,HACK,7
330,Extreme Reach,15,0,NA,Employer,BSO,Massachusetts,200001182,Needham,28-Apr-17,2017,California Attorney General,HACK,4
331,Broward College,15,"44,000",NA,Employer,EDU,Florida,200002839,Fort Lauderdale,10-Jan-18,2017,Security Breach Letter,HACK,1
332,Opes Advisors,15,0,NA,Employer,BSO,California,200000803,Cupertino,14-Jul-16,2016,California Attorney General,HACK,7
333,Securadyne Systems LLC,15,112,NA,Employer,BSR,Texas,200002930,Dallas,19-Jan-18,2017,Security Breach Letter,HACK,1
334,Dover Federal Credit Union,15,0,NA,Employer,BSF,Delaware,200001031,Cheswold,22-Dec-16,2016,California Attorney General,INSD,12
335,KeepKey,15,0,NA,Employer,BSO,Washington,200001033,Redmond,31-Dec-16,2016,Media,HACK,12
336,Milpitas Knights PAL Youth Football,15,80,NA,Employer,BSO,California,200000185,Milpitas,26-Aug-14,2014,Media,PHYS,8
337,"PerkinElmer, Inc.",15,0,NA,Employer,BSO,Massachusetts,200000585,Waltham,16-Mar-16,2016,California Attorney General,HACK,3
338,Pivotal Software Inc. ,15,0,NA,Employer,BSO,California,200000591,Palo Alto,30-Mar-16,2016,California Attorney General,HACK,3
