OrgID,Name,SourceType
7360,Emory University,DischargeFOIA
1440,Empire Health,DischargeFOIA
2390,Enumclaw Community Hospital,DischargeFOIA
5790,Environ,DischargeFOIA
11200,Environmental Health Coalition,DischargeFOIA
100027400,Ephrata Community Hospital,Breaches
100027500,"EPN, Inc.",Breaches
1060,Equi Script,DischargeFOIA
100027600,Erie County Department of Social Services,Breaches
100027700,"Erlanger Health System, Erlanger Hospital",Breaches
100027800,Essex Youth Commision Summer Program,Breaches
5800,Eveia Health,DischargeFOIA
2400,Evergreen Healthcare,DischargeFOIA
2410,Evergreen Hospital,DischargeFOIA
100027900,Excela Health,Breaches
5810,Exponent Inc,DischargeFOIA
100028000,Express Scripts,Breaches
100028100,"Express Scripts, Ernst & Young",Breaches
100028200,Eye Care Associates of the San Ramon Valley,Breaches
100028300,EZ Step,Breaches
7370,Faculty Affairs And Development Meharry Med Colleg,DischargeFOIA
2420,Fairchild Medical Center,DischargeFOIA
100028400,"Fairview and North Memorial Hospitals, Accretive",Breaches
100028500,Fairview Health Services,Breaches
2430,Faith Health Care,DischargeFOIA
10530,"Faith Home Health, Inc.",DischargeFOIA
5820,Fall Line Analytics,DischargeFOIA
100028600,Fallon Community Health Plan,Breaches
100028700,Family Care Center,Breaches
100028800,Family Chiropractic Center,Breaches
100028900,Family Health Center,Breaches
100029000,Family Health Center of Clark County,Breaches
10540,Family Home Care,DischargeFOIA
100029100,Family Intervention Services,Breaches
100029200,Family Planning Council,Breaches
7380,Famu - College Of Pharmacy,DischargeFOIA
100029300,Farmers Insurance,Breaches
100029400,Farmers Insurance,Breaches
100029500,Fayetteville Veterans Affairs Medical Center,Breaches
10360,Fdot - Traffic Safety Office,DischargeFOIA
100029600,Federal Aviation Administration,Breaches
900,Federal Trade Commission (FTC),DischargeFOIA
100029700,Feinstein Institute for Medical Research,Breaches
2440,Ferry County Public Hospital,DischargeFOIA
7390,Finger Lakes Health Systems Agency,DischargeFOIA
5830,First Choice Health Network,DischargeFOIA
100029800,"First Choice Home Health Care Services Inc., Reliance Home Care, LLC",Breaches
100029900,"First Priority Life Insurance Company, Blue Cross of Northeastern Pennsylvania, Penn Foster",Breaches
100030000,"First Step Counseling, Inc.",Breaches
100030100,"First Transit, FirstGroup America",Breaches
5840,"Flat Rock Forensics, Llc",DischargeFOIA
100030200,Fletcher Allen Health Care,Breaches
100030300,Flex Physical Therapy,Breaches
2450,Floria Hospital,DischargeFOIA
7400,Florida A & M University,DischargeFOIA
100030400,Florida Agency for Health Care Administration,Breaches
7410,"Florida Atlantic University, College Of Medicine",DischargeFOIA
4500,Florida Birth-Related Neurological Injury Compensation Assoc,DischargeFOIA
370,Florida Center for Health Information and Policy Analysis,DischargeSurvey
10440,Florida Council For Community Mental Health,DischargeFOIA
10800,Florida Department Of Children & Families,DischargeFOIA
100030500,Florida Department of Children and Families,Breaches
100030600,"Florida Department of Children and Families, Department of Juvenile Justice",Breaches
4930,Florida Department Of Health,DischargeFOIA
100030700,Florida Department of Health,Breaches
100030800,Florida Department of Veterans Affairs,Breaches
10660,Florida Dept. Of Corrections,DischargeFOIA
1260,Florida Heart & Lung Surgery,DischargeFOIA
2460,Florida Hospital,DischargeFOIA
100030900,Florida Hospital,Breaches
2470,Florida Hospital - Heartland Division,DischargeFOIA
10950,Florida Hospital Association,DischargeFOIA
2480,Florida Hospital Memorial Medical Center,DischargeFOIA
100031000,"Florida Hospital Tampa (formerly University Community Hospital Medical Center), Crothall Healthcare, Naval Medical Center (Bob Wilson Naval Hospital)",Breaches
2490,"Florida Hospital Waterman, Accounting Dept.",DischargeFOIA
7420,Florida State University,DischargeFOIA
9680,Florida Times-Union,DischargeFOIA
7430,Fma Community Health Consulting,DischargeFOIA
100031100,Foothills Nephrology Associates,Breaches
2500,Forks Community Hospital,DischargeFOIA
100031200,Fort Worth Allergy and Asthma Associates,Breaches
9180,Forum One Communications,DischargeFOIA
4510,Foster Pepper,DischargeFOIA
100031300,Foundation Medical Partners,Breaches
100031400,Foundations Recovery Network,Breaches
100031500,Franciscan Medical Group,Breaches
100031600,"Franklin County Children Services, Parenthesis Family Advocates",Breaches
2510,Franklin Memorial Hospital,DischargeFOIA
100031700,"Freda J. Bowman MD, PA",Breaches
100031800,"Fresenius Medical Care Holdings Inc., Fresenius Medical Care North America (FMCNA)",Breaches
100031900,Friendship Center Dental Office,Breaches
100032000,Froedtert Health,Breaches
5850,Fti,DischargeFOIA
100032100,"Gail Gillespie and Associates, LLC",Breaches
2520,Garfield County Hospital District,DischargeFOIA
100032200,Gastroenterology Consultants,Breaches
100032300,Geisinger Health System,Breaches
990,Genentech,DischargeFOIA
100032400,Genentech Inc.,Breaches
100032500,General Internal Medicine of Lancaster,Breaches
7440,George Washington University,DischargeFOIA
100032600,Georgetown University Hospital,Breaches
100032700,Georgetown University Hospital,Breaches
100032800,"Georgia Department of Community Health, Affiliated Computer Services (ACS)",Breaches
100032900,Georgia Division of Public Health,Breaches
100033000,Georgia Health Sciences University,Breaches
100033100,Georgia Obstetrical and Gynecological Society,Breaches
7450,Georgia State University,DischargeFOIA
9450,"Gerson, Preston, Robinson & Co.",DischargeFOIA
380,GHA: An Association of Hospitals & Health Systems,DischargeSurvey
100033200,Gibson General Hospital,Breaches
100033300,Gila County Health and Emergency Services (Payson WIC Office),Breaches
5860,"Gold Health Strategies, Inc",DischargeFOIA
7460,Golden Gate University,DischargeFOIA
7470,Goldman School Of Public Policy,DischargeFOIA
2530,Good Samaritan,DischargeFOIA
100033400,Good Samaritan Hospital,Breaches
2540,Good Shepherd Medical Center,DischargeFOIA
2550,Goodall Hospital,DischargeFOIA
4940,Governors Office of Health Care Policy and Finance ME,DischargeFOIA
100033500,Grady Memorial Hospital,Breaches
100033600,Granger Medical Clinic,Breaches
2560,Grays Harbor Community Hospital,DischargeFOIA
100033700,Grays Harbor Pediatrics,Breaches
100033800,Greater Detroit Hospital,Breaches
10960,Greater New York Hospital Association,DischargeFOIA
100033900,"Green River District Health Department, Fox Technology Group (now part of Intergranetics)",Breaches
100034000,Greensboro Gynecology Associates,Breaches
100034100,"Greenville Hospital System University Medical Center, Allen Bennett Memorial Hospital",Breaches
100034200,Greil Memorial Psychiatric Hospital,Breaches
100034300,Gressler Clinic,Breaches
100034400,Griffin Hospital,Breaches
2570,Gritman Medical Center,DischargeFOIA
2580,Group Health Cooperative,DischargeFOIA
100034500,Group Health Cooperative Health Care System,Breaches
7480,Group Health Research Institute,DischargeFOIA
100034600,Gulf Breeze Family Eyecare (Sight and Sun Eyeworks Gulf Breeze),Breaches
100034700,Gulf Coast Health Care Services,Breaches
100034800,Gulf Coast Medical Center,Breaches
100034900,Gulf Coast Medical Center,Breaches
100035000,Gulf Pines Hospital,Breaches
100035100,Gundersen Lutheran Medical Center,Breaches
7490,Guttmacher Institute,DischargeFOIA
100035200,Hackensack University Medical Center,Breaches
2590,Hackensak University Medical Center,DischargeFOIA
100035300,Halifax Health,Breaches
2600,Halifax Health - Finance Dept.,DischargeFOIA
2610,Halifax Medical Center,DischargeFOIA
1450,Hammes Company,DischargeFOIA
1170,Hanger Prosthetics & Orthotics,DischargeFOIA
100035400,Hanger Prosthetics and Orthotics Group,Breaches
9190,Hanys Services Inc,DischargeFOIA
2620,Harbor-University Of Californiala Pediatric Cardiology,DischargeFOIA
7500,Harborview Injury Prevention & Research Cntr,DischargeFOIA
2630,Harborview Medical Center,DischargeFOIA
100035500,Harmony Information Systems,Breaches
4520,"Harris Brown, P.A.",DischargeFOIA
1460,Harris County Healthcare Alliance,DischargeFOIA
100035600,Harris County Hospital,Breaches
2640,Harris County Hospital Dist,DischargeFOIA
100035700,Harris County Hospital District,Breaches
2650,Harrison Medical Center,DischargeFOIA
100035800,"Hartford Hospital, VNA HealthCare, Greenplum",Breaches
100035900,Hartford Life Insurance Company,Breaches
100036000,Hartford Life Insurance Company,Breaches
1470,Harvard Pilgrim Health Care,DischargeFOIA
7510,Harvard School Of Public Health,DischargeFOIA
100036100,"Harvard University Health Services, Anna Jacques Hospital, Lowell General Hospital, Saints Medical Center",Breaches
4530,Hassard Bonnington Llp,DischargeFOIA
390,Hawaii Health Information Corporation,DischargeSurvey
100036200,Hawaii State Department of Public Safety,Breaches
100036300,Hazleton Community Ambulance Association,Breaches
2660,Hca Far West Division,DischargeFOIA
100036400,"HCA, Inc. Hospital Corporation of America",Breaches
5870,"HCL Technologies, LTD",DischargeFOIA
10970,Hcup/Ahrq/Cdom,DischargeFOIA
9200,Hds Health Data Systems,DischargeFOIA
100036500,Head Injury Association,Breaches
100036600,Healing Hands Chiropractic,Breaches
100036700,Healing Hearts,Breaches
100036800,"Health and Sports Rehab, Inc.",Breaches
5880,"Health Care Futures, L.P.",DischargeFOIA
100036900,Health Care Service Corporation (HCSC),Breaches
1480,Health Council Of South Florida,DischargeFOIA
1070,Health Data Insights,DischargeFOIA
5890,Health Facilities Planning And Development,DischargeFOIA
1490,"Health First, Inc.",DischargeFOIA
9080,Health Grades,DischargeFOIA
5900,Health Information Solutions,DischargeFOIA
100037000,Health Information Trust Alliance,Breaches
140,Health InfoTechnics,DischargeFOIA
5910,Health Management Associates,DischargeFOIA
6860,Health Market Science,DischargeFOIA
100037100,Health Net,Breaches
100037200,Health Net,Breaches
100037300,Health Net,Breaches
100037400,"Health Net Inc., International Business Machines (IBM)",Breaches
890,Health Planning & Development,DischargeFOIA
4950,Health Planning Council Of Northeast Florida,DischargeFOIA
9150,Health Professionals And Allied Employ,DischargeFOIA
100037500,"Health Research Institute, Inc., Pfeiffer Treatment Center",Breaches
7520,Health Resources In Action,DischargeFOIA
1500,Health Scope Inc,DischargeFOIA
480,"Health Services Cost Review Commission, Maryland State",DischargeSurvey
5920,"Health Strategies & Solutions, Inc.",DischargeFOIA
2670,Health Trends,DischargeFOIA
1240,"HealthCare Concepts, Inc.",DischargeFOIA
7530,Healthcare Cost And Quality Research Institute,DischargeFOIA
9460,Healthcare Financial Consultants,DischargeFOIA
9470,Healthcare Financial Group,DischargeFOIA
9210,"Healthcare Intelligence, Llc",DischargeFOIA
100037600,Healthcare Partners,Breaches
1180,Healthgnostics Inc.,DischargeFOIA
5930,HealthLeaders InterStudy,DischargeFOIA
100037700,HealthNow New York,Breaches
9090,"HealthShare Technologies, Inc.",DischargeFOIA
100037800,HealthSpring Inc.,Breaches
1150,Healthworks Inc,DischargeFOIA
9690,Hearst Newspapers,DischargeFOIA
9700,Heart & Soul Magazine,DischargeFOIA
7540,"Heinz College, Carnegie Mellon University",DischargeFOIA
2680,Helen Ellis Memorial Hospital,DischargeFOIA
5940,Helms & Company,DischargeFOIA
100037900,Helping Homeless Veterans and Families Hoosier Veterans Foundation,Breaches
4540,Helsell Fetterman,DischargeFOIA
100038000,Henry Ford Health Center,Breaches
100038100,Henry Ford Health System,Breaches
100038200,Henry Ford Health System,Breaches
2690,Henry Mayo Memorial Hospital,DischargeFOIA
100038300,Heraeus Incorporated,Breaches
2700,Hernando Endoscopy & Surgery Center,DischargeFOIA
100038400,"Hewlett, Packard, California Department of Social Services",Breaches
100038500,"Heyman HospiceCare, Floyd Medical Center",Breaches
1510,"Hfn, Inc.",DischargeFOIA
5950,Hfs Consulants,DischargeFOIA
100038600,Hidalgo County Commissioners Office,Breaches
100038700,"High Point Regional Health System, Premier Imaging LLC",Breaches
100038800,"Highland Hospital          (Rochester, NY)",Breaches
100038900,"Highlandtown Community Health Center, Johns Hopkins Hospital",Breaches
2710,Highline Medical Center,DischargeFOIA
100039000,Highmark Insurance,Breaches
100039100,Hillsborough Health Department,Breaches
10090,Hms Associates,DischargeFOIA
2720,Hoag Memorial Hospital Presbyterian,DischargeFOIA
100039200,Hogan Services Inc.,Breaches
4550,Holland & Knight,DischargeFOIA
100039300,"Holy Cross Hospital, Office of Dr. Elliot Stein",Breaches
2730,Holy Family Hospital,DischargeFOIA
100039400,"Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital",Breaches
10550,Home Care Services. Inc.,DischargeFOIA
100039500,HomeCall Inc.,Breaches
2740,Homestead Hospital,DischargeFOIA
4560,"Hooper, Lundy & Bookman",DischargeFOIA
100039600,Hope Hospice,Breaches
100039700,Horizon Blue Cross Blue Shield,Breaches
1520,Horizon Healthcare Innovations,DischargeFOIA
100039800,Hospice of North Idaho (HONI),Breaches
100039900,"Hospice Palliative Care of Alamance-Caswell, LifePath Home Health",Breaches
100040000,Hospital Auxilio Mutuo,Breaches
70,Hospital Corporation of America,DischargeFOIA
10980,Hospital Executive Council,DischargeFOIA
5960,Hospital Focus,DischargeFOIA
2750,Hospital For Joint Diseases,DischargeFOIA
6870,Hospital Industry Data Institute,DischargeFOIA
7550,Howard University,DischargeFOIA
100040100,Howard University Hospital,Breaches
100040200,Howard University Hospital,Breaches
5970,Hull Resource Management Group,DischargeFOIA
100040300,Human Services Agency of San Francisco,Breaches
100040400,Humana,Breaches
100040500,Humana,Breaches
100040600,"Humana Inc, Matrix Imaging",Breaches
4960,Humboldt County Hhs-Phb,DischargeFOIA
100040700,Huntington Place Senior Community,Breaches
100040800,Huntsville Hospital,Breaches
100040900,Hurley Medical Center,Breaches
100041000,Hutcheson Medical Center,Breaches
100041100,HyCentral Medical Supplies and Equipment,Breaches
1000,"I Healthus, Inc",DischargeFOIA
7560,Iameter,DischargeFOIA
5980,Ibm Global Solution Center,DischargeFOIA
7570,Ican National Center For Child Fatality Review,DischargeFOIA
400,Idaho Hospital Association,DischargeSurvey
100041200,Illinois Department of Healthcare and Family Services,Breaches
410,Illinois Department of Public Health,DischargeSurvey
10990,Illinois Hospital And Health Systems Assoc.,DischargeFOIA
100041300,"Impairment Resources, LLC",Breaches
10,IMS Health,DischargeFOIA
100041400,Indalex,Breaches
100041500,Independence Physical Therapy,Breaches
4970,"Indian Health Services,Office Environmental Health",DischargeFOIA
420,Indiana Hospital Association,DischargeSurvey
100041600,Indiana Internal Medicine Consultants,Breaches
100041700,Indiana Regional Medical Center,Breaches
7580,Indiana University,DischargeFOIA
